id,title,original_title,production_countries,overview,tagline,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords
530915,1917,1917,"['India', 'Spain', 'United Kingdom', 'United States of America']","1917. La Gran Guerra amenazaba con cambiar, para siempre, el orden mundial. Ante la amenaza que se cernía, Estados Unidos decidió entrar en el conflicto con el objetivo de desequilibrar la balanza que caracterizaba a la contienda.",El tiempo es el enemigo.,2019-12-25,en,"Bélica, Historia, Suspense, Drama",119,100000000,394638258,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong']",7.988,Sam Mendes,"['race against time', 'world war i', 'british army', 'soldier', 'real time', 'trenches', '1910s', 'trench warfare', ""no man's land""]"
458723,Nosotros,Us,['United States of America'],"Adelaide Wilson es una mujer que vuelve al hogar de su infancia en la costa junto a su marido, Gabe, y sus dos hijos, para una idílica escapada veraniega. Después de un tenso día en la playa con sus amigos, Adelaide y su familia vuelven a la casa donde están pasando las vacaciones. Cuando cae la noche, los Wilson descubren la silueta de cuatro figuras cogidas de la mano y en pie delante de la vivienda. ""Nosotros"" enfrenta a una entrañable familia estadounidense a un enemigo tan insólito como aterrador.",Somos nuestro peor enemigo.,2019-03-14,en,"Terror, Misterio, Suspense",116,20000000,256067149,"[""Lupita Nyong'o"", 'Winston Duke', 'Elisabeth Moss']",6.959,Jordan Peele,"['mask', 'boardwalk', 'murder', 'psychological thriller', 'fear', 'family vacation', 'home invasion', 'amusement park', 'doppelgänger', 'santa cruz, california', '1980s', 'duality']"
480414,La Llorona,The Curse of La Llorona,['United States of America'],"La Llorona es una aparición tenebrosa, atrapada entre el Cielo y el Infierno, con un destino terrible sellado por su propia mano. La mera mención de su nombre ha causado terror en todo el mundo durante generaciones. En vida, ahogó a sus hijos en una rabia de celos, arrojándose en el río tras ver como mató a sus hijos violentamente. Ahora sus lágrimas son eternas, letales, y aquellos que escuchan su llamada de muerte en la noche están condenados. Se arrastra en las sombras y ataca a los niños, desesperada por reemplazar a los suyos. A medida que los siglos han pasado, su deseo se ha vuelto más voraz y sus métodos más terroríficos.",Viene a por tus hijos.,2019-04-17,en,Terror,93,9000000,123233739,"['Linda Cardellini', 'Raymond Cruz', 'Patricia Velásquez']",5.7,Michael Chaves,"['mexico', '1970s', 'supernatural', 'priest', 'los angeles, california', 'folklore', 'supernatural horror', 'mexican folklore', 'horror']"
290859,Terminator: Destino oscuro,Terminator: Dark Fate,"['China', 'Hungary', 'Spain', 'United States of America']",Sarah Connor une todas sus fuerzas con una mujer cyborg para proteger a una joven de un extremadamente poderoso y nuevo Terminator.,Bienvenidos al día después del juicio final.,2019-10-23,en,"Ciencia ficción, Acción, Aventura, Suspense",120,185000000,261119292,"['Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis']",6.422,Tim Miller,"['helicopter', 'mexico city, mexico', 'artificial intelligence (a.i.)', 'cyborg', 'dystopia', 'time travel', 'sequel', 'plane crash']"
458897,Los ángeles de Charlie,Charlie's Angels,['United States of America'],"Los ángeles de Charlie siempre han proporcionado servicios de seguridad e investigación a clientes privados, y ahora la agencia Townsend se ha expandido internacionalmente con las mujeres más inteligentes, valientes y mejor entrenadas a lo largo y ancho del planeta – varios equipos de ángeles guiados por otros tantos Bosleys llevando a cabo los trabajos más duros por todo el mundo. Cuando un joven ingeniero de sistemas llama la atención sobre una peligrosa tecnología, los ángeles son llamados a la acción, arriesgando sus vidas por protegernos a todos.",Invisibles. Unidas. Imparables.,2019-11-14,en,"Acción, Aventura, Comedia",125,48000000,73279888,"['Kristen Stewart', 'Naomi Scott', 'Ella Balinska']",6.412,Elizabeth Banks,"['training', 'high technology', 'betrayal', 'female protagonist', 'scientist', 'agent', 'female agent', 'undercover operation', 'hamburg, germany', 'duringcreditsstinger', 'woman director', 'hand to hand combat', 'istanbul, turkey', 'new recruit', 'based on tv series']"
619264,El hoyo,El hoyo,['Spain'],"Un lugar misterioso, una prisión indescriptible, un agujero muy profundo. Un número desconocido de niveles. Dos reclusos viviendo en cada nivel. Una plataforma descendente que contiene alimentos para todos ellos. Una lucha inhumana por la supervivencia, pero también una oportunidad para ser solidario.",,2019-11-08,es,"Drama, Ciencia ficción, Suspense",95,1203235,1090116,"['Ivan Massagué', 'Antonia San Juan', 'Zorion Eguileor']",6.968,Galder Gaztelu-Urrutia,"['capitalism', 'survival', 'anarchism', 'complex', 'secret prison', 'food shortage', 'social experiment', 'suspenseful', 'audacious', 'horrified', 'social dynamics']"
499701,Dora y la ciudad perdida,Dora and the Lost City of Gold,"['Australia', 'United States of America']","Tras haber pasado la mayor parte de su vida explorando la jungla junto a sus padres, nada podría haber preparado a Dora para la aventura más peligrosa a la que jamás se ha enfrentado: ¡el instituto!. Exploradora hasta el final, Dora no tarda en ponerse al frente de un equipo formado por Botas (su mejor amigo, un mono), Diego, un misterioso habitante de la jungla y un desorganizado grupo de adolescentes en una aventura en la que deberán salvar a sus padres y resolver el misterio oculto tras una ciudad perdida de oro.",Exploradora es su segundo nombre.,2019-08-08,en,"Familia, Comedia, Aventura",102,49000000,120600000,"['Isabela Merced', 'Jeffrey Wahlberg', 'Madeleine Madden']",6.637,James Bobin,"['peru', 'museum', 'fox', 'based on cartoon', 'jungle', 'lost city', 'quicksand', 'monkey', 'lost civilization', 'teenage protagonist', 'based on tv series', 'live action']"
531428,Retrato de una mujer en llamas,Portrait de la jeune fille en feu,['France'],"Bretaña francesa, 1770. Marianne es una pintora que debe realizar el retrato matrimonial de Héloïse, una joven que acaba de dejar el convento. Héloïse no acepta su destino como mujer casada y se niega a posar, por lo que Marianne debe trabajar en secreto. Para ello, se hace pasar por dama de compañía, para así observarla de día y pintarla de noche. Su relación se vuelve más intensa a medida que comparten juntas los últimos momentos de libertad de Héloïse antes de su boda.",No te arrepientas. Recuerda.,2019-09-18,fr,"Drama, Romance, Historia",122,5740000,9923127,"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami']",8.114,Céline Sciamma,"['island', 'fire', 'beach', 'arranged marriage', 'classical music', 'painting', 'painter', 'greek mythology', 'lesbian relationship', 'person on fire', 'period drama', 'lesbian sex', 'portrait', 'lgbt', '18th century', 'criterion', 'woman director', 'abortion', 'portrait drawing', 'posing for a portrait', 'women gathering', 'women in film', 'walk', 'painting lesson', 'symphony orchestra', 'lesbian', 'serene', 'serious', 'woman falls in love', 'vivaldi', 'women']"
301528,Toy Story 4,Toy Story 4,['United States of America'],"Woody siempre ha tenido claro cuál es su labor en el mundo y cuál es su prioridad: cuidar a su dueño, ya sea Andy o Bonnie. Sin embargo, Woody descubrirá lo grande que puede ser el mundo para un juguete cuando Forky se convierta en su nuevo compañero de habitación. Los juguetes se embarcarán en una aventura de la que no se olvidarán jamás.",La aventura de toda una vida.,2019-06-19,en,"Familia, Aventura, Animación, Comedia, Fantasía",90,175000000,1073841394,"['Tom Hanks', 'Tim Allen', 'Annie Potts']",7.5,Josh Cooley,"['friendship', 'cartoon', 'rescue mission', 'sequel', 'anti villain', 'buddy', 'cowboy', 'duringcreditsstinger', 'toy comes to life', 'dedication', 'awestruck']"
479455,Men in Black: International,Men in Black: International,"['China', 'United States of America']","Cuando los «aliens» con forma humana amenazan la Tierra, una nueva agente y otro veterano del MiB emprenden una misión para salvar el mundo (y su propia organización).",El mundo no se salvará solo.,2019-06-12,en,"Comedia, Ciencia ficción, Acción",115,110000000,253890701,"['Chris Hemsworth', 'Tessa Thompson', 'Rebecca Ferguson']",5.9,F. Gary Gray,"['london, england', 'paris, france', 'secret organization', 'sahara desert', 'based on comic', 'sequel', 'co-workers relationship', 'alien invasion', 'brooklyn, new york city', 'eiffel tower, paris', 'buddy cop', 'alien friendship', 'weapons trafficking', 'marrakesh, morocco']"
491480,El niño que domó el viento,The Boy Who Harnessed the Wind,"['Malawi', 'United Kingdom', 'United States of America']",Un chico de la República de Malaui decide ayudar a las personas de su pueblo construyendo una turbina después de leer un libro en el que se explican los pasos para su creación. Película basada en el libro homónimo de William Kamkwamba y Bryan Mealer,Un Film de Chiwetel Ejiofor,2019-02-14,en,"Drama, Historia",113,0,0,"['Maxwell Simba', 'Chiwetel Ejiofor', 'Aïssa Maïga']",7.902,Chiwetel Ejiofor,"['africa', 'windmill', 'family power struggle', 'water for life', 'challenge for change', 'dedicated', 'ingenuity', 'dedication', 'struggling life', 'struggle for independence', 'the ingenious one']"
331482,Mujercitas,Little Women,['United States of America'],"Amy, Jo, Beth y Meg son cuatro hermanas adolescentes que se embarcan en unas vacaciones con su madre, pero sin su padre, un evangelista itinerante. A medida que atraviesan el estado de Massachusetts, sumido en plena Guerra Civil, descubren el amor y la importancia de los lazos familiares.",Ten tu propia voz.,2019-12-25,en,"Drama, Romance, Historia",135,40000000,216600000,"['Saoirse Ronan', 'Emma Watson', 'Florence Pugh']",7.862,Greta Gerwig,"['new york city', 'sibling relationship', 'based on novel or book', 'massachusetts', 'affectation', 'coming of age', 'remake', 'period drama', 'american civil war', 'christmas', '19th century', 'sister sister relationship', 'female writer', 'clinical', 'sisters', 'dignified']"
456740,Hellboy,Hellboy,"['Bulgaria', 'United States of America', 'France', 'Canada']","La Agencia para la Investigación y Defensa Paranormal (AIDP) encomienda a Hellboy la tarea de derrotar a un espíritu ancestral: Nimue, conocida como ""La Reina de la Sangre"". Nimue fue la amante del mismísimo Merlín durante el reinado del Rey Arturo, de él aprendió los hechizos que la llevaron a ser una de las brujas más poderosas… Pero la locura se apoderó de ella y aprisionó al mago para toda la eternidad. Hace siglos consiguieron acabar con esta villana, enterrándola profundamente, pero ha vuelto de entre los muertos con la intención de destruir a la humanidad con su magia negra.",Mándalo todo al infierno.,2019-04-10,en,"Fantasía, Terror, Acción, Aventura",125,50000000,55065289,"['David Harbour', 'Milla Jovovich', 'Ian McShane']",5.575,Neil Marshall,"['london, england', 'countryside', 'secret society', 'based on comic', 'reboot', 'aftercreditsstinger', 'duringcreditsstinger', 'aggressive', 'tijuana, mexico', 'nazi occultism', 'father son relationship', 'lucha libre', 'baba yaga', 'ailuranthropy', 'arthurian mythology']"
447404,Pokémon Detective Pikachu,Pokémon Detective Pikachu,"['Japan', 'United States of America']","Ryme City, una metrópoli futurista en la que los humanos y los Pokémon conviven en armonía. Tras la misteriosa desaparición de su padre, toda una leyenda en la ciudad, el joven Tim Goodman (Justice Smith) comienza una investigación para buscarle y averiguar lo que le ha sucedido. En esta misión le ayudará el adorable súper-detective Pikachu, un inteligente Pokémon que habla, aunque curiosamente el chico es el único que puede entenderle. Ambos unirán sus fuerzas y trabajarán juntos para resolver este gran misterio, con la ayuda de Lucy (Kathryn Newton), una reportera que trabaja en su primera gran historia. Será una aventura en la que descubrirán a entrañables personajes del universo Pokémon, además de una trama espeluznante que podría amenazar la convivencia pacífica de todo este universo.",Una amistad de trueno. Una aventura legendaria.,2019-05-03,en,"Acción, Aventura, Fantasía",105,150000000,449762638,"['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton']",6.921,Rob Letterman,"['amnesia', 'detective', 'car crash', 'whodunit', 'based on video game', 'missing person', 'missing parent', 'buddy comedy', 'neo-noir', 'live action and animation', 'amused']"
519465,Reina de corazones,Dronningen,"['Denmark', 'Sweden']","Annie es una exitosa abogada que vive en una casa de estilo modernista con sus dos hijas y su marido Peter, un reputado físico. La aparición de Gustav, un hijo que pertenece a una relación previa de Peter, pone patas arriba la armonía que reina en la vida de Annie. Lo que en un principio parece ser un movimiento liberador para ella, pronto se convierte en una historia de poder y traición que tendrá consecuencias devastadoras en su vida.",,2019-03-27,da,Drama,127,19000000,0,"['Trine Dyrholm', 'Gustav Lindh', 'Magnus Krepper']",6.936,May el-Toukhy,"['lawyer', 'incest', 'older woman younger man relationship', 'woman director', 'erotic thriller', 'age-gap relationship', 'stepmother stepson relationship', 'cheating wife', 'stepmother stepson incest', 'stepmother stepson sex']"
522938,Rambo: Last Blood,Rambo: Last Blood,"['China', 'United States of America']","Después de luchar contra sus demonios durante décadas, John Rambo vive ahora en paz en su rancho familiar en Arizona, pero su descanso se ve interrumpido cuando Gabriela, la nieta de su ama de llaves María, desaparece después de cruzar la frontera con México con el propósito de conocer a su padre biológico. Rambo, que con los años se ha convertido para Gabriela en una verdadera figura paterna, emprende un desesperado y peligroso viaje para encontrarla.","Si vienen a buscarlo, le dará la bienvenida a la muerte.",2019-09-19,en,"Acción, Suspense, Drama",101,50000000,91500000,"['Sylvester Stallone', 'Paz Vega', 'Sergio Peris-Mencheta']",6.538,Adrian Grünberg,"['post-traumatic stress disorder (ptsd)', 'arizona', 'human trafficking', 'affectation', 'sequel', 'father figure', 'last stand', 'horse ranch', 'mexican american border', 'revenge plot', 'angry', 'mexican cartel', 'vindictive']"
